GroupName,ContractDate,ContractPrice
Прочее,2021-06-25,1791693025.74
Строительно-монтажные работы (СМР),2020-10-19,1789355131.76
Строительный надзор,2017-10-18,1787939001.49
Строительный надзор,2021-08-23,1787701431.63
Строительный надзор,2018-05-10,1787324384.68
Строительно-монтажные работы (СМР),2016-09-19,1784009517.37
Проектно-изыскательские работы (ПИР),2018-04-13,1782713742.73
Строительно-монтажные работы (СМР),2020-04-21,1782420954.73
Прочее,2020-04-02,1782371471.77
Проектно-изыскательские работы (ПИР),2017-08-15,1777039059.01
Строительный надзор,2019-09-09,1776344994.30
Прочее,2016-10-19,1776152140.54
Строительно-монтажные работы (СМР),2019-04-24,1775456607.56
Строительный надзор,2018-12-30,1772624360.26
Прочее,2020-01-29,1769224780.33
Строительный надзор,2018-06-25,1768919825.49
Прочее,2016-05-26,1768819742.04
Проектно-изыскательские работы (ПИР),2020-08-14,1768498837.54
Прочее,2020-12-09,1766501146.84
Строительный надзор,2018-10-19,1763345133.92
Строительно-монтажные работы (СМР),2020-08-03,1761610858.38
Строительный надзор,2020-02-27,1759940787.41
Прочее,2021-02-28,1758178785.06
Строительный надзор,2016-02-29,1756651748.42
Строительный надзор,2020-12-23,1756272460.79
Строительный надзор,2019-07-04,1755301163.73
Строительный надзор,2017-04-05,1755100332.09
Прочее,2020-08-06,1753363580.30
Строительный надзор,2020-11-03,1752795248.04
Прочее,2016-03-29,1752660303.66
Прочее,2022-01-28,1748281746.16
Строительно-монтажные работы (СМР),2020-03-23,1746075955.80
Строительно-монтажные работы (СМР),2021-01-11,1745566823.93
Проектно-изыскательские работы (ПИР),2020-06-22,1745507261.20
Строительный надзор,2019-06-28,1743976360.42
Строительно-монтажные работы (СМР),2019-09-16,1742925423.62
Проектно-изыскательские работы (ПИР),2019-08-19,1742613522.98
Строительный надзор,2020-09-09,1742088967.80
Прочее,2021-08-04,1741185961.96
Прочее,2020-02-19,1741038254.93
Строительный надзор,2020-02-25,1740022315.54
Прочее,2017-04-05,1739959250.56
Проектно-изыскательские работы (ПИР),2021-12-27,1738459514.97
Строительный надзор,2016-06-09,1733624840.37
Прочее,2016-04-09,1732863401.06
Проектно-изыскательские работы (ПИР),2019-05-06,1732227869.14
Прочее,2021-05-07,1731311476.95
Прочее,2021-07-08,1730043390.84
Строительно-монтажные работы (СМР),2020-09-07,1726478340.96
Строительный надзор,2020-11-27,1726275698.48
Строительный надзор,2021-09-06,1723836175.45
Строительный надзор,2017-10-23,1723778011.83
Прочее,2019-06-01,1723561090.61
Проектно-изыскательские работы (ПИР),2020-07-27,1722085427.51
Строительный надзор,2020-04-28,1721000571.92
Строительный надзор,2016-05-16,1719419875.65
Проектно-изыскательские работы (ПИР),2020-12-04,1718331355.99
Проектно-изыскательские работы (ПИР),2020-04-08,1717792118.56
Прочее,2019-08-15,1716415165.92
Прочее,2018-03-15,1715863565.73
Строительный надзор,2020-09-11,1715277712.55
Строительно-монтажные работы (СМР),2020-06-22,1713530790.72
Проектно-изыскательские работы (ПИР),2020-12-07,1712980484.65
Строительно-монтажные работы (СМР),2020-09-14,1712789054.41
Строительный надзор,2021-11-22,1712367697.56
Строительно-монтажные работы (СМР),2019-10-08,1712229567.17
Прочее,2018-08-02,1712163971.33
Строительный надзор,2020-09-18,1712020843.39
Строительный надзор,2016-08-16,1711859756.81
Строительный надзор,2018-10-16,1711567422.98
Прочее,2019-06-20,1711209426.22
Строительный надзор,2020-11-25,1709741242.41
Прочее,2021-12-23,1709207057.24
Строительно-монтажные работы (СМР),2021-12-06,1708217672.28
Строительный надзор,2016-01-18,1705678783.81
Строительно-монтажные работы (СМР),2019-09-23,1703267119.19
Прочее,2022-04-18,1700816266.43
Проектно-изыскательские работы (ПИР),2020-09-09,1700693246.22
Строительный надзор,2019-09-24,1700619626.33
Строительный надзор,2016-09-29,1699767691.26
Строительно-монтажные работы (СМР),2020-06-30,1699462046.41
Строительно-монтажные работы (СМР),2020-08-24,1698572317.73
Строительно-монтажные работы (СМР),2020-10-02,1696591905.63
Строительный надзор,2020-07-09,1694403202.52
Прочее,2022-06-30,1693153047.04
Строительный надзор,2020-03-27,1683317913.08
Строительный надзор,2021-01-11,1682893679.04
Прочее,2018-02-01,1681534686.86
Строительный надзор,2019-10-15,1680530102.13
Строительный надзор,2020-05-20,1676137295.87
Проектно-изыскательские работы (ПИР),2019-08-05,1673692496.10
Строительный надзор,2017-06-20,1673523144.39
Строительный надзор,2019-10-29,1668543901.56
Строительно-монтажные работы (СМР),2019-11-08,1666602886.47
Строительный надзор,2018-07-20,1665718336.38
Строительный надзор,2016-08-10,1664174141.24
Прочее,2021-12-07,1664078702.97
Строительный надзор,2019-04-16,1663498425.84
Строительный надзор,2016-06-11,1660713842.83
Строительно-монтажные работы (СМР),2018-12-24,1659955027.72
Прочее,2018-11-23,1659193097.90
Строительный надзор,2016-03-15,1659148619.65
Прочее,2018-01-03,1657662183.27
Прочее,2018-06-07,1656425040.13
Прочее,2021-10-01,1654972746.24
Строительно-монтажные работы (СМР),2021-07-12,1654207775.77
Строительный надзор,2022-03-28,1652487628.35
Прочее,2021-02-09,1650757811.34
Строительно-монтажные работы (СМР),2021-08-02,1649324438.38
Строительно-монтажные работы (СМР),2019-08-13,1644108676.32
Строительно-монтажные работы (СМР),2020-07-13,1642371388.20
Строительный надзор,2018-05-24,1641884698.29
Строительный надзор,2019-10-10,1640197658.85
Строительно-монтажные работы (СМР),2020-06-16,1640150332.24
Строительный надзор,2020-12-04,1639706776.51
Строительный надзор,2018-08-15,1636906611.20
Проектно-изыскательские работы (ПИР),2019-06-10,1636507614.55
Строительный надзор,2016-07-27,1635039160.77
Проектно-изыскательские работы (ПИР),2020-05-12,1634803549.96
Строительный надзор,2020-08-17,1632249478.54
Прочее,2021-12-17,1631455809.05
Строительный надзор,2021-03-29,1629574706.71
Строительный надзор,2017-10-10,1629504910.25
Строительный надзор,2016-11-01,1629120214.98
Прочее,2019-09-12,1628385683.52
Строительный надзор,2018-07-25,1627576821.16
Проектно-изыскательские работы (ПИР),2019-08-02,1624905387.06
Проектно-изыскательские работы (ПИР),2019-08-20,1624260324.26
Строительный надзор,2018-03-05,1624021173.97
Строительный надзор,2016-03-29,1623081184.65
Строительно-монтажные работы (СМР),2019-08-27,1622320415.59
Строительный надзор,2020-03-17,1621781795.30
Проектно-изыскательские работы (ПИР),2018-07-24,1621504214.90
Строительный надзор,2020-03-26,1620145231.52
Прочее,2016-11-18,1619251632.66
Прочее,2021-09-29,1617248649.21
Строительный надзор,2018-06-07,1615227097.03
Строительный надзор,2017-08-29,1615000492.33
Строительный надзор,2021-06-15,1614007148.04
Проектно-изыскательские работы (ПИР),2019-12-09,1613460547.41
Строительно-монтажные работы (СМР),2020-06-09,1607316549.11
Строительный надзор,2021-08-12,1605663711.10
Строительный надзор,2017-08-14,1605277537.93
Строительный надзор,2018-01-31,1604153997.20
Строительный надзор,2021-04-22,1602816144.08
Строительный надзор,2018-12-22,1600778395.50
Строительный надзор,2020-06-22,1599701378.80
Прочее,2020-09-10,1599551463.03
Прочее,2019-03-20,1599434105.73
Прочее,2022-04-13,1598568449.24
Строительно-монтажные работы (СМР),2018-09-24,1597654835.80
Строительно-монтажные работы (СМР),2020-11-13,1596472315.80
Прочее,2019-03-15,1593970755.25
Прочее,2019-02-15,1593892438.38
Строительно-монтажные работы (СМР),2017-05-29,1592263573.21
Строительный надзор,2016-05-05,1592135009.59
Прочее,2020-09-23,1591775470.32
Прочее,2020-01-16,1589905500.32
Строительный надзор,2018-08-08,1589797590.56
Строительно-монтажные работы (СМР),2020-12-25,1588542318.36
Строительный надзор,2017-11-14,1587305662.09
Прочее,2016-04-13,1586359996.79
Строительный надзор,2018-08-31,1584636135.67
Прочее,2022-02-14,1584024470.27
Строительно-монтажные работы (СМР),2020-11-02,1582015217.94
Строительный надзор,2021-07-19,1581868528.61
Строительный надзор,2017-09-27,1580811849.39
Строительный надзор,2021-12-10,1580710968.62
Прочее,2017-09-28,1579096899.71
Строительный надзор,2020-10-02,1578403644.52
Прочее,2019-02-08,1576169423.18
Прочее,2022-01-12,1574303765.77
Прочее,2021-11-30,1574010828.73
Строительно-монтажные работы (СМР),2018-07-23,1572946089.77
Строительный надзор,2016-10-05,1571819431.29
Строительный надзор,2016-07-06,1571749383.00
Проектно-изыскательские работы (ПИР),2017-09-07,1571328660.36
Прочее,2018-06-30,1570264879.23
Прочее,2018-12-06,1569096206.10
Прочее,2020-02-11,1565708220.27
Проектно-изыскательские работы (ПИР),2018-08-08,1565090133.11
Прочее,2020-02-01,1564930399.54
Прочее,2021-11-19,1563081577.86
Строительный надзор,2020-04-06,1562706875.89
Строительно-монтажные работы (СМР),2019-06-28,1562479560.87
Прочее,2016-02-09,1562056442.59
Прочее,2022-01-31,1561499406.95
Строительный надзор,2017-12-22,1560670147.62
Проектно-изыскательские работы (ПИР),2021-07-19,1560050827.57
Проектно-изыскательские работы (ПИР),2018-03-12,1559742374.94
Строительный надзор,2017-09-20,1559609726.00
Прочее,2021-01-19,1558363709.74
Строительно-монтажные работы (СМР),2019-05-15,1554057744.29
Прочее,2016-01-15,1553175902.35
Проектно-изыскательские работы (ПИР),2019-09-24,1546437094.56
Проектно-изыскательские работы (ПИР),2016-06-01,1545389989.75
Строительный надзор,2020-12-15,1545276477.85
Прочее,2018-06-10,1545269695.14
Проектно-изыскательские работы (ПИР),2021-02-08,1545185188.37
Прочее,2019-04-04,1543722898.84
Строительный надзор,2016-06-02,1543206933.71
Строительный надзор,2019-03-05,1536876787.26
Прочее,2019-06-22,1535659417.89
Строительно-монтажные работы (СМР),2019-02-04,1534856443.38
Строительный надзор,2018-12-20,1534672317.66
Строительно-монтажные работы (СМР),2021-03-22,1534116353.71
Строительно-монтажные работы (СМР),2017-06-19,1533894772.57
Строительный надзор,2017-07-26,1532243351.73
Строительный надзор,2017-12-05,1529944312.58
Строительно-монтажные работы (СМР),2021-06-21,1529926988.21
Строительный надзор,2017-01-10,1529272159.54
Прочее,2021-10-21,1528353012.73
Строительно-монтажные работы (СМР),2021-07-27,1525551869.25
Строительно-монтажные работы (СМР),2019-02-05,1524758374.82
Строительный надзор,2021-03-22,1524277194.98
Прочее,2019-01-30,1522300633.79
Строительно-монтажные работы (СМР),2020-07-15,1521783197.16
Прочее,2022-04-07,1519363427.93
Строительно-монтажные работы (СМР),2021-03-30,1518690197.24
Строительный надзор,2020-07-02,1516898313.17
Строительный надзор,2016-03-04,1515019418.73
Проектно-изыскательские работы (ПИР),2018-06-14,1513945927.93
Прочее,2018-09-15,1511257996.30
Строительный надзор,2018-08-24,1509963503.66
Прочее,2021-08-11,1508399027.38
Строительно-монтажные работы (СМР),2021-07-26,1507151508.57
Строительный надзор,2017-05-14,1504686453.00
Строительный надзор,2019-08-28,1504086409.42
Прочее,2019-10-20,1503565555.43
Строительно-монтажные работы (СМР),2020-12-11,1503288729.05
Прочее,2020-01-14,1502047325.07
Строительный надзор,2017-08-16,1500218312.66
Прочее,2016-02-29,1500019130.98
Строительно-монтажные работы (СМР),2018-08-20,1499712402.12
Прочее,2021-05-27,1499302977.26
Строительный надзор,2020-01-28,1498417441.73
Строительный надзор,2020-12-16,1498206741.08
Строительно-монтажные работы (СМР),2020-05-18,1497820452.18
Строительный надзор,2020-08-18,1494939018.15
Проектно-изыскательские работы (ПИР),2019-02-08,1494101983.45
Строительно-монтажные работы (СМР),2021-04-12,1493698014.81
Строительный надзор,2018-06-05,1493590390.98
Строительно-монтажные работы (СМР),2020-07-20,1493154278.65
Строительный надзор,2020-07-08,1491542929.37
Строительно-монтажные работы (СМР),2018-07-16,1491105611.76
Строительный надзор,2020-08-25,1488921011.45
Прочее,2021-09-15,1488470622.34
Прочее,2021-11-15,1488076182.72
Прочее,2020-03-05,1487727923.01
Строительный надзор,2021-08-27,1486564965.19
Строительно-монтажные работы (СМР),2020-10-26,1485665919.00
Прочее,2020-05-03,1485619026.92
Прочее,2022-04-29,1485586445.91
Строительно-монтажные работы (СМР),2016-05-31,1485262275.73
Строительный надзор,2021-12-16,1484854836.06
Прочее,2016-02-25,1484839109.83
Строительно-монтажные работы (СМР),2018-06-13,1484780979.41
Проектно-изыскательские работы (ПИР),2018-06-29,1479225676.13
Строительный надзор,2017-12-27,1477045263.41
Строительный надзор,2020-08-31,1476599545.38
Прочее,2019-12-21,1476326886.45
Строительный надзор,2020-03-05,1474524435.53
Проектно-изыскательские работы (ПИР),2020-03-10,1474292599.13
Прочее,2022-04-01,1473873493.86
Прочее,2018-01-31,1473240121.38
Строительный надзор,2018-11-09,1470770083.79
Прочее,2017-07-09,1470251310.78
Прочее,2016-09-22,1469449782.20
Строительный надзор,2016-11-03,1467891611.13
Строительно-монтажные работы (СМР),2017-07-11,1467578633.37
Проектно-изыскательские работы (ПИР),2016-11-10,1467291880.21
Строительный надзор,2020-10-05,1464169652.66
Строительный надзор,2021-05-12,1463155400.26
Строительный надзор,2021-12-27,1463110985.80
Строительный надзор,2019-08-22,1461881219.39
Строительно-монтажные работы (СМР),2018-10-05,1461091964.70
Строительный надзор,2020-03-04,1460909763.02
Строительный надзор,2020-12-10,1460560558.24
Прочее,2018-10-13,1460211246.42
Строительный надзор,2021-11-24,1458132082.03
Строительно-монтажные работы (СМР),2021-08-23,1457241686.69
Строительно-монтажные работы (СМР),2021-04-20,1455753187.26
Строительный надзор,2021-01-28,1455236783.28
Строительно-монтажные работы (СМР),2019-05-31,1452933204.27
Прочее,2017-02-10,1452805960.71
Проектно-изыскательские работы (ПИР),2019-12-12,1452075427.22
Строительный надзор,2017-08-22,1448376813.83
Прочее,2021-07-24,1446811824.10
Строительно-монтажные работы (СМР),2018-08-06,1446563142.53
Строительный надзор,2017-07-28,1444995761.96
Строительно-монтажные работы (СМР),2018-12-28,1443852514.72
Строительный надзор,2021-11-25,1443600888.66
Строительный надзор,2016-05-04,1441868859.22
Строительно-монтажные работы (СМР),2018-03-05,1439934728.85
Строительно-монтажные работы (СМР),2021-09-06,1439877923.73
Прочее,2019-02-26,1439585092.71
Строительный надзор,2016-08-09,1438532873.04
Строительно-монтажные работы (СМР),2019-05-24,1438073647.43
Строительный надзор,2018-12-29,1437800631.05
Прочее,2021-03-11,1436439081.41
Строительный надзор,2016-08-02,1436364482.68
Прочее,2020-09-09,1435833123.11
Проектно-изыскательские работы (ПИР),2016-11-07,1434684472.46
Прочее,2018-02-08,1434097787.73
Строительно-монтажные работы (СМР),2019-08-09,1434091313.52
Строительный надзор,2017-04-28,1433436361.88
Строительный надзор,2018-09-13,1433420142.35
Строительно-монтажные работы (СМР),2019-07-23,1433139804.43
Строительно-монтажные работы (СМР),2021-04-13,1432500258.15
Строительный надзор,2020-07-07,1432251700.40
Строительный надзор,2021-05-17,1431862353.30
Строительный надзор,2018-10-30,1431843219.29
Прочее,2020-10-14,1429520011.27
Строительно-монтажные работы (СМР),2018-07-17,1428190427.32
Проектно-изыскательские работы (ПИР),2017-09-04,1428121477.36
Прочее,2020-12-10,1427931891.82
Строительный надзор,2022-03-31,1425269574.96
Строительный надзор,2016-02-11,1424810774.78
Строительно-монтажные работы (СМР),2019-07-02,1422610432.10
Проектно-изыскательские работы (ПИР),2020-06-01,1421884775.32
Строительно-монтажные работы (СМР),2017-08-18,1421338062.61
Прочее,2016-03-09,1421241580.76
Прочее,2022-05-16,1420967337.61
Строительный надзор,2020-10-14,1420926299.02
Прочее,2020-02-14,1419695873.71
Строительно-монтажные работы (СМР),2017-06-26,1419327880.73
Строительно-монтажные работы (СМР),2017-08-29,1418400175.50
Строительный надзор,2019-07-11,1418077445.32
Прочее,2019-03-06,1417926362.35
Строительный надзор,2018-09-19,1416442841.51
Строительный надзор,2017-06-29,1415488547.83
Строительно-монтажные работы (СМР),2018-12-18,1415101155.51
Строительно-монтажные работы (СМР),2016-08-08,1414334038.88
Прочее,2020-03-19,1414029437.60
Прочее,2017-01-11,1413670968.05
Строительно-монтажные работы (СМР),2021-07-19,1411994290.83
Строительно-монтажные работы (СМР),2018-06-18,1411623319.98
Строительно-монтажные работы (СМР),2019-04-05,1411346695.16
Строительно-монтажные работы (СМР),2018-08-27,1409304986.99
Строительно-монтажные работы (СМР),2017-07-17,1407957701.57
Строительно-монтажные работы (СМР),2019-09-17,1406620655.88
Строительный надзор,2019-06-21,1406471086.21
Проектно-изыскательские работы (ПИР),2018-09-13,1406442273.18
Строительный надзор,2021-10-29,1405691561.80
Прочее,2022-04-05,1405517263.13
Строительный надзор,2021-06-22,1405053349.29
Прочее,2016-02-24,1402987860.41
Строительный надзор,2022-02-21,1402064029.62
Проектно-изыскательские работы (ПИР),2017-07-25,1400057449.63
Прочее,2020-01-23,1397562534.55
Строительный надзор,2020-11-19,1397199757.78
Строительный надзор,2016-06-10,1397118911.92
Строительный надзор,2017-12-28,1394921113.78
Проектно-изыскательские работы (ПИР),2017-08-02,1393876820.84
Строительный надзор,2017-07-06,1392679938.44
Проектно-изыскательские работы (ПИР),2019-12-06,1392532886.97
Строительный надзор,2019-02-14,1391359002.93
Строительный надзор,2016-04-07,1391244287.83
Прочее,2021-08-26,1389740699.31
Прочее,2020-02-06,1387991072.81
Строительный надзор,2016-01-29,1384974003.43
Строительно-монтажные работы (СМР),2018-05-29,1383598810.00
Прочее,2020-09-30,1383113321.60
Прочее,2020-02-05,1381587261.68
Строительно-монтажные работы (СМР),2017-07-10,1381555465.87
Строительный надзор,2018-09-25,1379335829.20
Строительный надзор,2021-11-10,1378728258.65
Прочее,2022-03-09,1378025417.87
Строительно-монтажные работы (СМР),2021-10-04,1377933525.25
Строительно-монтажные работы (СМР),2019-04-01,1377731851.75
Проектно-изыскательские работы (ПИР),2020-12-28,1377099993.90
Прочее,2022-03-31,1373357253.49
Строительно-монтажные работы (СМР),2016-09-13,1372226728.27
Строительный надзор,2020-03-06,1371843089.31
Строительно-монтажные работы (СМР),2018-09-10,1371824650.11
Проектно-изыскательские работы (ПИР),2020-10-23,1371329349.25
Строительный надзор,2017-01-17,1370069086.33
Строительно-монтажные работы (СМР),2021-03-03,1368324444.55
Строительный надзор,2020-10-06,1367751192.15
Проектно-изыскательские работы (ПИР),2019-11-25,1367316449.22
Прочее,2018-01-12,1365981299.09
Проектно-изыскательские работы (ПИР),2019-09-13,1363194331.86
Строительный надзор,2016-12-28,1361475127.98
Строительный надзор,2018-03-13,1360959597.26
Строительно-монтажные работы (СМР),2020-08-10,1358362194.48
Строительно-монтажные работы (СМР),2021-09-13,1352606617.06
Строительно-монтажные работы (СМР),2018-06-05,1350742752.58
Строительный надзор,2019-05-14,1350243739.56
Строительно-монтажные работы (СМР),2019-06-04,1348897211.75
Строительный надзор,2022-01-26,1348329146.85
Строительный надзор,2018-06-19,1347944161.60
Строительно-монтажные работы (СМР),2019-04-26,1346797265.57
Прочее,2021-07-28,1345301235.58
Строительный надзор,2022-03-09,1344994339.67
Строительно-монтажные работы (СМР),2017-12-11,1344760440.59
Строительный надзор,2020-04-08,1344462791.37
Проектно-изыскательские работы (ПИР),2019-07-22,1343668388.01
Строительно-монтажные работы (СМР),2019-10-09,1343242680.03
Строительно-монтажные работы (СМР),2021-09-27,1343102729.00
Строительный надзор,2017-11-15,1342913510.40
Строительный надзор,2019-10-31,1341798846.68
Строительно-монтажные работы (СМР),2019-08-06,1341388758.95
Строительный надзор,2021-04-20,1341277964.96
Строительный надзор,2020-09-03,1341098453.48
Строительный надзор,2019-05-21,1341050511.61
Прочее,2016-09-29,1339336301.59
Строительно-монтажные работы (СМР),2019-08-01,1338631334.44
Строительный надзор,2021-12-21,1335570815.57
Прочее,2019-01-14,1334999194.20
Строительно-монтажные работы (СМР),2019-09-09,1334541294.41
Проектно-изыскательские работы (ПИР),2019-07-29,1334429384.40
Проектно-изыскательские работы (ПИР),2021-06-18,1331067550.06
Строительно-монтажные работы (СМР),2020-06-02,1330804196.95
Строительный надзор,2021-06-11,1330643130.82
Строительно-монтажные работы (СМР),2019-01-28,1330633691.60
Строительный надзор,2021-07-16,1330283641.29
Строительный надзор,2019-08-15,1329835511.09
Строительный надзор,2018-03-31,1327150352.61
Прочее,2016-01-01,1327026378.09
Проектно-изыскательские работы (ПИР),2020-01-27,1327007071.72
Строительно-монтажные работы (СМР),2018-12-14,1326398844.56
Проектно-изыскательские работы (ПИР),2021-04-22,1325957521.40
Проектно-изыскательские работы (ПИР),2018-08-06,1325279550.97
Строительно-монтажные работы (СМР),2020-07-06,1324444139.53
Строительно-монтажные работы (СМР),2017-07-24,1323830142.94
Строительный надзор,2020-02-06,1323333989.88
Прочее,2016-05-15,1322956440.66
Строительный надзор,2017-06-17,1322390698.95
Строительно-монтажные работы (СМР),2020-07-27,1322377850.43
Проектно-изыскательские работы (ПИР),2020-11-06,1319152465.45
Строительный надзор,2019-12-05,1319080273.19
Строительный надзор,2021-10-20,1319068671.83
Строительный надзор,2021-07-12,1319017107.62
Прочее,2017-11-09,1318835062.67
Прочее,2017-03-21,1317342147.28
Прочее,2020-09-03,1316406564.05
Прочее,2022-08-22,1315647123.46
Прочее,2016-04-01,1314788187.28
Строительно-монтажные работы (СМР),2021-01-25,1314412736.86
Строительный надзор,2020-08-06,1314062891.75
Прочее,2016-10-14,1312792686.69
Строительно-монтажные работы (СМР),2016-12-31,1312127983.50
Строительно-монтажные работы (СМР),2016-08-02,1311525877.90
Строительно-монтажные работы (СМР),2017-08-08,1308778736.68
Строительно-монтажные работы (СМР),2021-08-16,1308728476.45
Строительный надзор,2017-06-22,1308196188.58
Строительный надзор,2020-10-12,1307728009.29
Прочее,2017-12-06,1307707293.49
Строительно-монтажные работы (СМР),2019-10-02,1307105998.35
Строительно-монтажные работы (СМР),2021-11-08,1306579026.34
Строительно-монтажные работы (СМР),2020-05-29,1305085082.79
Строительный надзор,2019-04-11,1304629883.20
Строительный надзор,2016-09-07,1304243573.13
Строительно-монтажные работы (СМР),2018-05-10,1302956417.77
Проектно-изыскательские работы (ПИР),2018-10-11,1302691158.60
Проектно-изыскательские работы (ПИР),2019-06-24,1301865771.48
Проектно-изыскательские работы (ПИР),2019-04-29,1301127045.73
Строительный надзор,2017-06-28,1300681682.67
Прочее,2018-10-25,1300662852.43
Строительно-монтажные работы (СМР),2019-07-05,1300621172.30
Строительно-монтажные работы (СМР),2017-12-26,1299860019.93
Проектно-изыскательские работы (ПИР),2020-06-15,1299098441.85
Прочее,2019-03-05,1298763582.55
Проектно-изыскательские работы (ПИР),2018-05-28,1298717339.87
Строительный надзор,2016-07-20,1297911770.00
Строительный надзор,2022-04-04,1297730564.52
Строительно-монтажные работы (СМР),2020-11-30,1297200194.56
Прочее,2022-03-01,1295310632.39
Строительно-монтажные работы (СМР),2016-07-18,1293877153.17
Строительный надзор,2016-06-22,1293316941.84
Строительный надзор,2017-05-26,1292713230.50
Строительно-монтажные работы (СМР),2016-06-27,1292235535.77
Строительный надзор,2021-02-20,1292232772.81
Прочее,2016-11-03,1292056937.53
Прочее,2017-04-19,1290698275.48
Прочее,2017-04-13,1290230748.37
Прочее,2018-10-04,1289743564.45
Строительно-монтажные работы (СМР),2019-05-20,1289577863.77
Строительный надзор,2018-11-08,1289217676.08
Строительный надзор,2021-04-16,1289123159.84
Строительный надзор,2018-12-05,1288783181.84
Строительный надзор,2018-07-17,1288199468.34
Проектно-изыскательские работы (ПИР),2020-04-17,1287725298.46
Строительный надзор,2020-10-09,1287618621.73
Проектно-изыскательские работы (ПИР),2020-08-10,1286878666.40
Прочее,2018-09-06,1286567135.21
Проектно-изыскательские работы (ПИР),2016-03-15,1286266391.44
Строительный надзор,2016-11-25,1285715783.54
Проектно-изыскательские работы (ПИР),2019-10-21,1284877689.00
Строительно-монтажные работы (СМР),2019-06-21,1284565511.17
Прочее,2018-11-02,1284005984.98
Строительно-монтажные работы (СМР),2019-04-19,1282151792.12
Строительно-монтажные работы (СМР),2017-08-28,1281759665.67
Строительно-монтажные работы (СМР),2020-07-03,1280515923.46
Строительно-монтажные работы (СМР),2021-08-30,1278442956.77
Строительно-монтажные работы (СМР),2020-07-17,1278373802.18
Проектно-изыскательские работы (ПИР),2020-06-02,1278363232.05
Строительно-монтажные работы (СМР),2019-04-30,1277837399.82
Строительный надзор,2018-11-28,1276862987.09
Прочее,2017-03-18,1276071018.22
Проектно-изыскательские работы (ПИР),2019-12-19,1274694354.68
Строительный надзор,2018-07-10,1274185268.32
Прочее,2018-06-28,1273818766.98
Строительно-монтажные работы (СМР),2016-12-27,1273368919.99
Проектно-изыскательские работы (ПИР),2016-12-19,1272779661.02
Строительно-монтажные работы (СМР),2018-09-20,1271716076.49
Строительно-монтажные работы (СМР),2017-08-21,1271517684.02
Строительно-монтажные работы (СМР),2019-12-23,1267418010.55
Прочее,2019-04-11,1267178412.63
Строительно-монтажные работы (СМР),2019-09-02,1267002134.31
Прочее,2016-09-21,1265793128.35
Строительно-монтажные работы (СМР),2020-08-21,1264544948.84
Прочее,2020-11-19,1264040579.11
Строительный надзор,2020-01-29,1262748310.39
Строительный надзор,2021-06-09,1262693348.62
Прочее,2020-07-09,1262676630.42
Строительно-монтажные работы (СМР),2019-12-16,1262406949.52
Строительно-монтажные работы (СМР),2020-10-20,1259913340.35
Строительно-монтажные работы (СМР),2020-08-17,1259321712.22
Проектно-изыскательские работы (ПИР),2020-02-10,1258672132.47
Строительный надзор,2021-06-29,1258660392.00
Строительный надзор,2016-07-28,1258306135.80
Проектно-изыскательские работы (ПИР),2020-04-30,1257750481.33
Строительный надзор,2016-06-17,1256986987.83
Прочее,2018-09-20,1255676206.69
Прочее,2020-10-22,1255366184.83
Проектно-изыскательские работы (ПИР),2021-11-12,1255231922.02
Прочее,2018-11-16,1252778941.33
Строительно-монтажные работы (СМР),2017-09-25,1252519905.41
Проектно-изыскательские работы (ПИР),2017-07-28,1252342553.31
Строительный надзор,2020-12-11,1251366138.04
Строительный надзор,2021-12-13,1250106985.56
Проектно-изыскательские работы (ПИР),2018-06-05,1249800857.96
Строительно-монтажные работы (СМР),2020-02-28,1248868303.10
Строительный надзор,2021-07-22,1248797400.87
Строительно-монтажные работы (СМР),2021-09-22,1248525042.89
Строительный надзор,2017-09-13,1248062518.28
Прочее,2021-11-25,1247367526.19
Проектно-изыскательские работы (ПИР),2019-08-23,1246806430.30
Строительный надзор,2018-10-26,1245920264.67
Строительно-монтажные работы (СМР),2019-11-18,1244903121.59
Строительно-монтажные работы (СМР),2018-06-19,1243215261.83
Строительный надзор,2018-07-12,1243215259.75
Строительный надзор,2019-06-26,1242447173.63
Прочее,2021-07-22,1241708994.49
Строительно-монтажные работы (СМР),2016-07-01,1241619549.93
Строительно-монтажные работы (СМР),2017-09-11,1241585952.97
Строительный надзор,2020-09-30,1241475191.12
Строительный надзор,2016-03-26,1241330052.78
Прочее,2022-02-25,1240875904.34
Строительно-монтажные работы (СМР),2019-06-27,1239271027.19
Строительно-монтажные работы (СМР),2021-03-09,1237467323.81
Строительно-монтажные работы (СМР),2018-07-09,1236850755.84
Строительный надзор,2021-08-06,1235399071.77
Строительный надзор,2019-11-08,1234960377.71
Проектно-изыскательские работы (ПИР),2019-06-17,1234547751.69
Прочее,2021-07-14,1234505481.08
Строительно-монтажные работы (СМР),2020-06-10,1234338970.35
Прочее,2021-08-12,1234067029.02
Строительный надзор,2016-08-24,1233982637.97
Строительный надзор,2016-03-30,1232184524.50
Прочее,2022-06-01,1231848293.56
Строительный надзор,2018-11-20,1231545648.54
Проектно-изыскательские работы (ПИР),2019-09-02,1231257077.40
Строительный надзор,2021-09-28,1230367149.19
Прочее,2018-07-19,1230285619.03
Строительный надзор,2019-03-26,1229363207.92
Строительно-монтажные работы (СМР),2020-03-13,1227459001.36
Строительно-монтажные работы (СМР),2019-04-22,1224227132.15
